"","id","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515"
"595",2225,"比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","无所谓","比较同意","比较同意","比较同意","无所谓","比较同意","无所谓"
"596",2228,"比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","无法选择","比较同意","比较同意","无法选择","比较同意","无法选择","无法选择"
"597",2232,"无所谓","无所谓","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","无所谓","比较同意"
"598",2235,"完全同意","完全同意","完全同意","无所谓","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","比较同意","比较同意","比较同意"
"599",2245,"完全同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较同意","比较同意","比较同意","无所谓","比较不同意","比较同意"
"600",2250,"比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","无法选择","无法选择","比较同意","无法选择","比较同意"
"601",2258,"完全同意","完全同意","完全同意","比较不同意","完全同意","完全同意","完全同意","完全不同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意"
"602",2263,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","完全同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"603",2269,"无所谓","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意"
"604",2270,"无法选择","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","无所谓","无法选择","无法选择","比较同意","无所谓","比较同意","无法选择","比较同意"
"605",2271,"无法选择","比较不同意","比较同意","无所谓","比较同意","比较不同意","无所谓","比较不同意","比较同意","无法选择","比较同意","无所谓","比较同意","无法选择","比较同意"
"606",2274,"无法选择","比较不同意","比较同意","比较不同意","完全同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"607",2279,"比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","无所谓","无法选择","无法选择","比较同意","无法选择","比较同意","比较同意","比较同意"
"608",2282,"无所谓","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","无法选择","无法选择","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意"
"609",2289,"无所谓","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","比较同意","比较不同意","比较同意","无所谓","比较同意"
"610",2292,"比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","无法选择","无法选择","比较同意","无法选择","比较同意","比较同意","比较同意","比较同意"
"611",2293,"无法选择","完全同意","完全同意","完全同意","无所谓","比较同意","比较同意","比较同意","完全同意","比较同意","无法选择","无法选择","无所谓","无法选择","无法选择"
"612",2298,"完全同意","比较不同意","比较同意","比较同意","完全同意","比较不同意","完全同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","完全同意","比较不同意","完全同意"
"613",2302,"比较同意","比较不同意","比较同意","比较同意","完全不同意","比较同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","完全不同意","比较同意"
"614",2303,"无所谓","比较不同意","比较同意","无所谓","无所谓","比较同意","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓"
"615",2305,"无法选择","完全同意","完全同意","比较同意","完全同意","完全同意","完全同意","无法选择","比较同意","无法选择","完全同意","完全同意","完全同意","比较不同意","比较不同意"
"616",2311,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","无所谓","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","无所谓","比较同意"
"617",2320,"比较不同意","比较不同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","无法选择","比较同意","比较不同意"
"618",2328,"比较同意","无所谓","完全同意","无所谓","完全同意","完全不同意","无法选择","完全不同意","完全同意","无法选择","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"619",2347,"无法选择","无法选择","完全同意","完全同意","比较同意","完全同意","完全同意","无法选择","比较同意","完全同意","完全同意","完全同意","完全同意","比较同意","完全不同意"
"620",2349,"无法选择","比较不同意","比较同意","比较同意","比较同意","完全不同意","比较同意","比较不同意","无法选择","比较同意","比较不同意","无法选择","无所谓","无法选择","比较同意"
"621",2350,"完全同意","完全同意","完全不同意","完全同意","完全不同意","无法选择","完全不同意","无法选择","完全同意","无法选择","无法选择","无法选择","完全同意","完全同意","完全同意"
"622",2352,"无法选择","完全不同意","比较同意","完全同意","完全不同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","完全不同意","完全不同意","完全同意","完全同意","比较同意"
"623",2363,"无所谓","无所谓","比较同意","比较同意","完全同意","无所谓","无所谓","比较同意","无所谓","比较不同意","比较同意","无所谓","无所谓","无法选择","无法选择"
"624",2366,"无法选择","比较同意","比较不同意","完全同意","比较同意","完全同意","完全同意","完全同意","完全同意","比较同意","完全同意","完全同意","完全同意","比较不同意","比较同意"
"625",2377,"完全同意","完全同意","完全不同意","无法选择","完全不同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全不同意"
"626",2379,"无法选择","完全同意","无法选择","完全同意","完全不同意","完全同意","完全同意","无法选择","完全同意","无法选择","完全同意","完全同意","完全同意","比较同意","无法选择"
"627",2382,"无所谓","无法选择","比较同意","比较不同意","完全同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","无法选择","比较同意"
"628",2387,"无法选择","比较不同意","完全同意","完全同意","比较同意","无法选择","比较同意","比较同意","比较同意","比较不同意","无法选择","比较不同意","完全同意","比较不同意","无法选择"
"629",2394,"无法选择","无法选择","无法选择","无法选择","完全同意","比较同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","无所谓","完全同意","无法选择","完全同意"
"630",2398,"比较同意","比较同意","比较同意","比较同意","无所谓","比较不同意","比较同意","无所谓","比较同意","比较不同意","无所谓","比较不同意","比较同意","无所谓","无所谓"
"631",2401,"无法选择","无所谓","比较同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","比较同意","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"632",2402,"无法选择","完全不同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","比较同意","完全不同意","无法选择","无法选择","完全同意"
"633",2404,"比较同意","无所谓","比较同意","比较同意","完全不同意","完全不同意","完全不同意","完全不同意","完全不同意","完全不同意","比较同意","比较同意","比较同意","比较同意","完全同意"
"634",2406,"无所谓","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"635",2409,"比较同意","完全不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","完全同意","完全不同意","比较同意","比较不同意","比较同意"
"636",2416,"比较同意","比较同意","比较不同意","无所谓","无所谓","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","无所谓","比较同意","比较不同意"
"637",2418,"完全同意","完全同意","完全不同意","完全同意","完全不同意","无法选择","完全同意","完全同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全不同意"
"638",2424,"比较同意","比较同意","比较同意","无法选择","比较不同意","比较同意","比较同意","比较同意","完全同意","完全同意","比较同意","比较同意","无法选择","完全同意","完全同意"
"639",2425,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","比较同意","比较不同意","比较同意"
"640",2437,"比较不同意","比较不同意","比较不同意","比较不同意","比较不同意","比较同意","比较同意","无法选择","比较同意","比较不同意","比较不同意","比较不同意","比较不同意","比较不同意","比较不同意"
"641",2443,"完全不同意","完全不同意","完全同意","完全同意","完全同意","比较同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全同意","完全同意"
"642",2446,"比较同意","比较不同意","完全同意","比较不同意","完全同意","比较同意","比较同意","完全不同意","比较同意","无法选择","比较同意","比较不同意","比较同意","无法选择","比较同意"
"643",2448,"比较同意","比较同意","完全同意","完全同意","完全同意","无法选择","完全同意","完全不同意","完全同意","比较同意","完全同意","比较同意","比较不同意","无法选择","无法选择"
"644",2449,"完全同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","比较同意","完全同意"
"645",2452,"比较不同意","比较不同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","比较不同意","比较不同意","比较不同意","无所谓","无所谓","比较同意","比较不同意"
"646",2454,"无所谓","无所谓","比较同意","完全同意","无所谓","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","比较同意","无所谓"
"647",2466,"完全同意","比较不同意","完全同意","比较同意","完全同意","比较同意","完全同意","无法选择","比较同意","比较不同意","比较同意","完全同意","完全同意","完全不同意","完全同意"
"648",2468,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","无法选择","比较同意","完全不同意","无法选择","比较不同意","比较同意","无法选择","无法选择"
"649",2473,"比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","无所谓","无所谓","无所谓","比较不同意","无所谓","比较同意"
"650",2476,"无所谓","比较不同意","无所谓","无所谓","比较同意","比较同意","无所谓","无法选择","比较同意","比较不同意","无法选择","完全不同意","无法选择","比较同意","完全同意"
"651",2487,"完全同意","比较同意","完全同意","完全同意","完全同意","完全同意","完全同意","比较不同意","完全同意","无所谓","无法选择","无法选择","比较同意","完全同意","比较同意"
"652",2489,"无法选择","完全不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"653",2494,"无所谓","比较同意","比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","无所谓","比较不同意","比较同意","比较不同意","无所谓"
"654",2498,"无所谓","无所谓","无所谓","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓"
"655",2501,"比较同意","比较同意","比较同意","无所谓","比较不同意","比较同意","比较同意","完全同意","比较同意","无法选择","无法选择","无法选择","比较同意","无法选择","无法选择"
"656",2506,"比较同意","完全不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","比较同意","比较同意","比较同意"
"657",2510,"比较同意","比较不同意","比较同意","比较同意","完全同意","无所谓","完全同意","比较不同意","完全同意","比较不同意","完全同意","完全不同意","比较同意","无所谓","完全同意"
"658",2514,"比较同意","完全不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","比较同意","比较同意","比较同意"
"659",2517,"完全同意","完全不同意","完全同意","比较同意","完全同意","完全不同意","完全同意","完全不同意","比较同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"660",2518,"比较同意","比较不同意","比较同意","无法选择","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全不同意","无所谓","完全同意"
"661",2520,"无所谓","完全不同意","完全同意","比较不同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"662",2521,"完全同意","完全不同意","完全同意","无所谓","完全同意","完全同意","完全同意","完全不同意","比较同意","完全不同意","完全同意","无法选择","完全同意","比较同意","比较同意"
"663",2532,"完全同意","比较不同意","比较同意","比较同意","完全同意","无所谓","完全同意","完全不同意","完全同意","完全不同意","比较同意","比较不同意","完全同意","完全同意","完全同意"
"664",2538,"完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","比较同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全同意"
"665",2539,"完全同意","比较不同意","完全同意","完全同意","无法选择","完全同意","完全同意","无法选择","完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全同意"
"666",2543,"比较不同意","比较不同意","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","比较同意","无所谓"
"667",2550,"完全同意","完全不同意","完全同意","比较同意","完全同意","完全同意","完全同意","比较不同意","完全同意","完全不同意","比较同意","完全不同意","完全同意","完全不同意","比较同意"
"668",2552,"比较不同意","无所谓","无所谓","无所谓","无所谓","比较同意","完全同意","无法选择","完全同意","比较不同意","比较同意","比较不同意","无所谓","无所谓","无所谓"
"669",2558,"比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","完全不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"670",2561,"完全同意","比较同意","比较同意","完全同意","比较同意","比较同意","完全同意","无法选择","完全同意","比较同意","完全同意","无法选择","无法选择","无法选择","比较同意"
"671",2571,"无法选择","比较同意","完全同意","比较同意","比较同意","完全同意","完全同意","完全同意","比较同意","比较同意","比较不同意","完全不同意","完全同意","完全同意","比较同意"
"672",2574,"完全不同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全同意","完全同意","完全同意","完全同意"
"673",2577,"完全同意","完全同意","完全同意","完全同意","比较同意","完全同意","完全同意","完全同意","完全同意","比较同意","完全同意","完全同意","完全同意","完全同意","完全同意"
"674",2585,"无法选择","完全不同意","完全同意","比较同意","完全同意","完全同意","完全同意","完全不同意","无法选择","完全不同意","无法选择","无法选择","无法选择","完全同意","比较同意"
"675",2588,"比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","无法选择","无法选择","比较不同意","比较不同意","比较不同意","比较同意","比较不同意","比较同意"
"676",2593,"比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较不同意","比较同意","完全同意","完全同意","完全同意"
"677",2596,"比较同意","比较同意","比较同意","无所谓","比较同意","无所谓","完全同意","比较不同意","完全同意","比较不同意","比较同意","比较同意","无所谓","比较同意","比较同意"
"678",2600,"无法选择","比较不同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","无法选择","完全同意","无所谓","完全同意","完全同意","无法选择"
"679",2610,"比较同意","比较不同意","比较同意","无所谓","完全同意","比较不同意","完全同意","无法选择","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"680",2614,"完全不同意","完全不同意","比较同意","比较同意","比较不同意","无所谓","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","比较同意","比较同意"
"681",2616,"比较同意","比较不同意","比较同意","完全同意","比较同意","完全不同意","完全同意","无法选择","无法选择","完全不同意","无法选择","完全同意","比较同意","比较不同意","完全同意"
"682",2617,"比较同意","比较同意","比较同意","无法选择","比较同意","比较不同意","比较同意","无法选择","比较同意","比较不同意","比较同意","比较不同意","比较同意","无法选择","无法选择"
"683",2632,"完全同意","比较不同意","完全同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"684",2634,"无所谓","无所谓","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","比较不同意","无所谓","无所谓","无所谓","无所谓","比较同意"
"685",2642,"比较同意","无所谓","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","无所谓","无所谓","比较同意","比较同意"
"686",2648,"比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","比较同意","比较同意"
"687",2650,"比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","完全不同意","完全不同意","比较不同意","比较同意","比较不同意","无所谓","无所谓","完全同意"
"688",2651,"无所谓","比较同意","比较同意","比较同意","比较不同意","无所谓","完全同意","无所谓","比较同意","比较不同意","比较同意","无所谓","无所谓","比较同意","比较同意"
"689",2659,"比较同意","比较不同意","比较同意","比较同意","无所谓","比较不同意","无所谓","无所谓","比较不同意","无所谓","无所谓","无所谓","无所谓","无所谓","比较同意"
"690",2660,"无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无法选择","无所谓","无法选择","无法选择","无所谓","无所谓","无所谓","无所谓"
"691",2662,"无法选择","无所谓","比较同意","比较同意","无法选择","无所谓","比较同意","无所谓","无法选择","比较不同意","无法选择","无所谓","比较同意","无所谓","无所谓"
"692",2665,"无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓"
"693",2669,"比较不同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较不同意","比较不同意","无所谓","无所谓","比较不同意","比较同意","无所谓","比较同意","无法选择"
"694",2671,"无法选择","无法选择","比较不同意","完全同意","比较不同意","完全同意","比较不同意","无法选择","无法选择","无法选择","比较不同意","比较同意","比较不同意","完全同意","无所谓"
"695",2673,"无法选择","比较同意","无所谓","比较同意","无所谓","无所谓","无所谓","无法选择","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓"
"696",2680,"无法选择","比较不同意","比较同意","无所谓","比较同意","比较同意","无所谓","无法选择","比较同意","无所谓","比较同意","无法选择","无法选择","比较同意","无法选择"
"697",2681,"无法选择","无法选择","无法选择","无法选择","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","比较不同意","比较同意","无所谓","比较同意","无所谓"
"698",2687,"比较同意","比较不同意","比较同意","完全同意","比较同意","比较同意","无所谓","比较同意","无所谓","比较不同意","比较不同意","比较不同意","比较同意","比较同意","比较同意"
"699",2689,"比较同意","无所谓","比较同意","比较同意","完全同意","比较同意","比较同意","比较同意","完全同意","比较同意","比较同意","比较同意","完全同意","比较同意","无所谓"
"700",2691,"完全同意","比较不同意","完全同意","无法选择","完全同意","比较不同意","完全同意","比较不同意","比较同意","完全不同意","完全同意","比较不同意","完全同意","无法选择","完全同意"
"701",2695,"比较同意","无所谓","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无法选择","无法选择","比较同意","无法选择","比较同意"
"702",2697,"比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","比较不同意","比较不同意","无所谓","无所谓"
"703",2698,"无所谓","比较同意","无所谓","无所谓","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓"
"704",2705,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意"
"705",2706,"无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓"
"706",2707,"无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓"
"707",2709,"无法选择","比较同意","完全同意","完全同意","完全同意","比较不同意","比较不同意","无法选择","完全同意","比较不同意","比较不同意","比较不同意","比较不同意","无法选择","比较同意"
"708",2710,"无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓"
"709",2714,"比较同意","比较同意","比较同意","无法选择","比较同意","比较不同意","完全同意","无法选择","比较同意","无法选择","比较同意","比较同意","比较同意","无所谓","完全同意"
"710",2716,"无所谓","比较同意","比较不同意","比较同意","比较同意","完全同意","比较不同意","无所谓","比较同意","无法选择","比较同意","完全同意","比较不同意","完全同意","无所谓"
"711",2718,"比较同意","比较同意","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","比较同意","无所谓","比较同意","无所谓"
"712",2719,"无所谓","无所谓","无所谓","无所谓","比较同意","比较同意","无所谓","无所谓","比较同意","比较同意","无所谓","无法选择","比较同意","比较同意","无所谓"
"713",2722,"比较不同意","比较不同意","比较不同意","无所谓","无所谓","比较不同意","比较不同意","无所谓","比较不同意","无所谓","比较不同意","无所谓","无所谓","无所谓","无所谓"
"714",2724,"比较不同意","无所谓","比较同意","比较不同意","无所谓","比较不同意","比较不同意","比较不同意","比较不同意","无所谓","比较同意","无所谓","无所谓","比较不同意","无所谓"
"715",2728,"比较同意","无所谓","无所谓","比较同意","比较同意","无所谓","无所谓","比较不同意","比较不同意","无所谓","比较同意","无所谓","比较不同意","比较不同意","比较不同意"
"716",2734,"无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","比较不同意"
"717",2735,"比较同意","比较不同意","比较同意","无法选择","比较同意","比较不同意","比较同意","无法选择","无法选择","无法选择","比较同意","比较同意","比较同意","比较同意","比较同意"
"718",2737,"完全不同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓"
"719",2745,"无所谓","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"720",2753,"比较同意","比较不同意","比较同意","无法选择","比较同意","比较同意","比较同意","无法选择","比较同意","无法选择","比较同意","比较同意","无法选择","比较同意","无法选择"
"721",2756,"比较不同意","比较同意","比较不同意","完全同意","完全同意","比较同意","完全同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","无法选择","比较同意","比较不同意"
"722",2763,"完全同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","完全同意","比较不同意","比较同意","无法选择","完全同意","无所谓","比较同意","比较不同意","完全同意"
"723",2766,"比较不同意","比较同意","比较同意","比较同意","完全同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","完全同意"
"724",2773,"无所谓","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"725",2780,"比较同意","无所谓","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","比较同意","无所谓"
"726",2784,"比较同意","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较不同意","无所谓","比较不同意","无所谓","无所谓","无所谓","无所谓","无所谓"
"727",2796,"无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","比较同意","无所谓","无所谓"
"728",2800,"无法选择","比较同意","比较不同意","比较同意","无法选择","比较同意","比较不同意","无法选择","无所谓","比较同意","比较同意","比较同意","比较不同意","比较同意","无所谓"
"729",2804,"无所谓","无所谓","比较同意","比较同意","比较同意","无所谓","比较不同意","无法选择","无所谓","无所谓","无所谓","比较同意","无所谓","无法选择","无法选择"
"730",2805,"比较同意","无所谓","比较同意","完全同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","比较不同意","无所谓","无所谓","无所谓"
"731",2806,"无所谓","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓"
"732",2810,"无所谓","无所谓","比较同意","比较同意","比较不同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","比较不同意","比较同意","无所谓","比较同意"
"733",2814,"比较不同意","无所谓","比较同意","完全同意","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","比较不同意","比较同意","无所谓","无所谓"
"734",2818,"无法选择","比较同意","比较同意","比较同意","比较同意","完全同意","无所谓","无所谓","比较同意","比较同意","无所谓","比较同意","比较同意","无法选择","比较同意"
"735",2820,"比较同意","无所谓","无所谓","比较同意","比较不同意","比较不同意","比较不同意","比较不同意","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","完全不同意"
"736",2830,"比较同意","比较同意","比较同意","无法选择","无法选择","无所谓","比较同意","无法选择","无法选择","无法选择","无所谓","比较不同意","无所谓","无所谓","比较同意"
"737",2839,"比较同意","比较不同意","比较同意","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓"
"738",2842,"比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","完全不同意","比较同意","比较不同意","无所谓","无所谓","比较同意","无所谓","比较同意"
"739",2843,"比较同意","比较不同意","比较同意","比较同意","完全同意","完全同意","完全同意","比较同意","无所谓","无所谓","无所谓","无所谓","无法选择","无法选择","无法选择"
"740",2848,"比较同意","无所谓","比较同意","比较同意","无法选择","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","比较同意","比较同意","比较不同意"
"741",2850,"比较同意","比较同意","比较不同意","无所谓","完全不同意","比较同意","无所谓","无法选择","比较不同意","比较不同意","比较同意","比较同意","无法选择","比较同意","比较同意"
"742",2880,"无法选择","完全同意","完全同意","完全同意","比较不同意","比较同意","比较同意","无法选择","完全同意","无法选择","比较同意","比较同意","比较同意","完全同意","完全不同意"
"743",2883,"无法选择","完全同意","比较不同意","完全同意","比较不同意","完全同意","完全同意","完全同意","比较不同意","比较同意","完全同意","比较同意","无法选择","无法选择","比较同意"
"744",2884,"完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全不同意","无法选择","完全同意","完全不同意","完全同意","完全不同意"
"745",2885,"比较不同意","比较同意","比较不同意","完全同意","比较不同意","比较同意","完全同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意"
"746",2887,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","无所谓"
"747",2888,"比较不同意","比较同意","比较同意","比较同意","比较不同意","比较不同意","完全同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较同意","拒绝回答"
"748",2890,"完全同意","完全同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意"
"749",2892,"比较同意","比较同意","完全同意","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","比较同意","比较同意","无所谓","比较同意"
"750",2899,"比较同意","完全不同意","完全同意","比较同意","比较同意","完全不同意","完全同意","比较不同意","完全同意","比较不同意","完全同意","比较同意","完全同意","比较同意","完全同意"
"751",2902,"比较同意","完全不同意","完全同意","无所谓","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","完全同意","完全不同意","完全同意","完全同意","完全同意"
"752",2903,"比较同意","无所谓","比较同意","比较同意","完全同意","完全不同意","比较同意","比较同意","比较同意","比较不同意","无所谓","无所谓","比较同意","比较同意","比较不同意"
"753",2918,"无法选择","比较同意","比较同意","无所谓","完全同意","完全同意","完全同意","无法选择","无法选择","无所谓","完全同意","无法选择","无法选择","完全同意","完全不同意"
"754",2919,"完全不同意","比较同意","完全不同意","完全同意","完全不同意","完全同意","比较同意","比较同意","完全同意","无所谓","无法选择","比较同意","比较同意","完全不同意","完全不同意"
"755",2921,"完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","无法选择","完全同意","无法选择","无法选择","无法选择","完全同意","完全同意"
"756",2922,"无法选择","完全同意","完全同意","完全同意","完全不同意","无法选择","完全同意","完全同意","完全不同意","完全不同意","无法选择","无法选择","完全不同意","完全同意","完全不同意"
