"","id","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515"
"350",1199,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
"351",1208,4,2,4,2,3,2,3,2,4,3,4,3,4,2,4
"352",1217,3.71231884057971,4,4,2,3,3,4,2,3,3,4,4,3,3,4
"353",1224,5,4,1,4,1,1,5,3,3,4,3.89625668449198,3.39461883408072,3.89578250261415,2.77097345132743,3.81396981396981
"354",1225,4,2,4,2,2,4,2,2,5,4,2,2,2,2.77097345132743,5
"355",1228,5,1,5,1,1,1,4,5,5,5,5,1,2,1,5
"356",1230,4,2,5,2.32650273224044,4,1,5,3.5040500736377,5,3.4861646234676,4,2,4,2.77097345132743,4
"357",1232,4,4,4,2.32650273224044,1,4,4.14543630892678,4,1,3.4861646234676,5,3.39461883408072,3.89578250261415,5,4
"358",1242,5,1,5,4,5,4,4,3.5040500736377,5,1,5,2,5,2,5
"359",1247,4,4,4,1,2,3,4,3.5040500736377,4.06256481161424,4,4,4,4,2.77097345132743,4
"360",1253,4,4,4,2,2,2,4,4,4,4,4,5,4,5,4
"361",1261,4,1,3,2,4,2,4,3,4,3.4861646234676,5,5,2,3,4
"362",1262,5,3,4,2,4,4,5,5,5,4,4,5,3.89578250261415,2,3
"363",1264,4,5,5,4,4,4,4,3,4.06256481161424,4,4,3.39461883408072,3.89578250261415,2.77097345132743,4
"364",1283,5,4,5,2,4,2,4,3.5040500736377,4,5,2,4,3.89578250261415,2,2
"365",1319,4,4,4,4,4,4,4,3.5040500736377,4,4,4,4,3.89578250261415,4,4
"366",1321,3,3,4,2,3,4,3,4,3,3,2,2,4,3,2
"367",1330,3.71231884057971,3.22091062394604,4,2,3,3,4.14543630892678,4,5,3,5,2,4,2,4
"368",1332,4,4,4,4,4,2.92810902896082,4,3.5040500736377,4,4,3.89625668449198,4,3.89578250261415,4,4
"369",1333,5,2,3,2,3,2,5,3.5040500736377,4,3.4861646234676,3.89625668449198,2,3.89578250261415,4,3.81396981396981
"370",1336,2,4,4,4,2,2,4,3.5040500736377,4,4,2,4,3.89578250261415,4,4
"371",1338,2,4,3,2,3,4,4,3.5040500736377,4,3.4861646234676,3.89625668449198,2,2,4,3
"372",1339,4,4,3,1,3,4,4,4,5,3.4861646234676,3.89625668449198,2,2,5,3
"373",1341,2,4,4,4,2,2,4,3.5040500736377,4,4,2,4,3.89578250261415,4,2
"374",1349,4,4,4,2,4,3,4,4,3,3,4,4,2,4,4
"375",1353,3,4,5,1,2,1,5,4,3,3,5,4,5,3,2
"376",1361,4,4,3,3,4,2,4,4,3,4,4,3,4,2,4
"377",1364,3,4,4,4,3,4,5,4,3,4,3,4,2,3,3
"378",1365,5,5,4,3,4,5,5,4,5,3,4,5,2,4,5
"379",1366,3,4,4,3,4,2,4,3,3,2,4,4,4,3,4
"380",1369,4,4,5,4,4,3,4,4,4,4,5,5,4,3,4
"381",1370,4,3,4,3,4,3,4,2,4,1,4,3,4,2,2
"382",1373,4,2,4,2,3,2,4,3,4,2,4,2,4,1,3
"383",1375,2,2,3,2,3,2,4,2,3,3,4,2,3,2,2
"384",1380,4,2,3,2,4,3,4,4,4,2,3,2,3,2,4
"385",1383,4,4,4,2,4,3,4,2,4,2,4,2,3,2,3
"386",1385,5,1,5,4,5,3,2,5,5,3,4,1,4,5,4
"387",1388,3.71231884057971,2,3,2.32650273224044,3.91554959785523,3,2,4,4,2,3.89625668449198,2,3,2,3
"388",1389,4,3,4,2,4,3,4,4,5,3,4,2,4,3,4
"389",1390,4,2,2,2,4,4,4,2,4,2,3,2,4,3,3
"390",1391,4,3,4,3,4,2,3,2,3,2,4,1,4,2.77097345132743,3
"391",1398,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"392",1402,4,4,4,4,4,4,4,4,4,3,2,4,2,2,2
"393",1407,3,4,4,4,4,3,3,4,4,3,3,4,4,2,3
"394",1408,4,4,3,4,4,3,3,3,3,3,3,3,2,3,2
"395",1409,4,2,3,3,2,3,3,3,3,4,3,3,2,3,2
"396",1415,4,4,2,3,4,2,4,3,3,4,4,4,4,3,2
"397",1421,4,4,4,2,4,5,4,4,4,4,4,4,5,4,2
"398",1424,4,4,3,2,3,4,3,4,4,3,3,4,3,3,3
"399",1428,4,4,4,3,3,4,4,4,4,3,3,4,3,4,4
"400",1430,4,4,4,4,4,4,5,4,4,4,4,5,4,2,4
"401",1433,4,4,3,2,4,4,4,3,4,3,3,4,4,4,3
"402",1435,4,4,4,2,4,3,4,4,4,3,3,4,3,4,3
"403",1437,4,4,3,2,3,4,4,4,4,2,4,3,4,4,4
"404",1439,4,4,4,2,4,2,4,3,4,3,4,4,4,3,4
"405",1440,2,5,4,4,4,2,4,4,4,4,2,4,4,4,2
"406",1447,4,2,4,2,2,4,2,3.5040500736377,2,3.4861646234676,4,3.39461883408072,3.89578250261415,2,4
"407",1448,5,1,4,1,4,2,4,3.5040500736377,5,3.4861646234676,4,4,5,2.77097345132743,4
"408",1452,4,4,5,2.32650273224044,5,1,5,2,5,4,2,5,3.89578250261415,2.77097345132743,2
"409",1453,4,4,4.01468624833111,3,4,4,2,3.5040500736377,4,2,4,2,3.89578250261415,3,2
"410",1463,3.71231884057971,2,4,2,4,2,4,4,4,3.4861646234676,3.89625668449198,3.39461883408072,4,2.77097345132743,4
"411",1466,4,5,5,2,4,2,5,5,2,5,5,4,4,4,5
"412",1469,5,4,5,2,5,5,5,5,4,4,4,5,5,2,4
"413",1471,5,4,5,4,5,2,5,4,5,5,5,4,5,2,4
"414",1472,4,2,5,2,4,4,4,4,4,5,4,4,3.89578250261415,4,4
"415",1474,4,2,4.01468624833111,2,4,4,4,3.5040500736377,4,5,4,2,4,2.77097345132743,4
"416",1479,2,3,4,1,3,4,3,4,4,4,3,1,3,1,5
"417",1481,2,2,3,2,3,3,4,3,5,3,4,2,2,4,2
"418",1485,4,4,4,4,4,4,4,3.5040500736377,4,4,4,4,3,2.77097345132743,4
"419",1486,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"420",1493,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4
"421",1499,4,4,4,4,4,2,4,3.5040500736377,4,4,4,4,3.89578250261415,2.77097345132743,3.81396981396981
"422",1501,2,2,4,2,1,4,2,3.5040500736377,2,3.4861646234676,3.89625668449198,1,3.89578250261415,4,3.81396981396981
"423",1509,5,2,4,2,4,1,5,2,5,2,5,4,4,1,3
"424",1511,4,5,4,2,2,1,5,4,3,3,4,4,5,4,5
"425",1512,3.71231884057971,4,5,4,4,1,5,5,4,5,4,2,5,1,5
"426",1518,3,4,4,4,5,1,5,4,3,4,4,5,5,2,4
"427",1520,3.71231884057971,2,5,1,4,2,4,4,4,4,4,2,4,2,5
"428",1525,5,4,4,4,3,4,5,5,1,4,2,5,5,5,4
"429",1527,4,5,4,2,5,5,5,5,5,4,1,5,5,5,5
"430",1531,4,1,5,1,2,1,5,3.5040500736377,1,3.4861646234676,3.89625668449198,1,1,1,1
"431",1532,4,2,2,2,2,1,1,1,1,2,1,1,2,2,2
"432",1535,5,5,5,1,2,1,5,5,5,5,2,5,5,2,4
"433",1546,4,2,4,3,5,2,5,3.5040500736377,5,4,4,5,4,4,4
"434",1547,4,2,4,2,1,5,1,5,1,5,5,5,5,4,2
"435",1555,4,2,4,2,4,4,4,4,4,3,4,2,4,2,4
"436",1557,4,1,3,1,2,2,5,2,1,2,3,3,5,1,3
"437",1558,1,4,4,2,2,2,4,4,2,2,4,4,2,2,2
"438",1560,3.71231884057971,1,5,2,4,4,5,3.5040500736377,1,2,4,1,3.89578250261415,1,1
"439",1562,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"440",1573,4,1,2,3,1,2,2,3,2,3,4,5,1,3,2
"441",1581,4,2,4,2,4,2,5,3.5040500736377,4,2,3.89625668449198,3.39461883408072,4,2.77097345132743,4
"442",1592,1,4,5,4,5,4,5,5,5,3.4861646234676,3.89625668449198,5,3.89578250261415,5,3.81396981396981
"443",1597,3,4,4,3,5,3,5,2,5,2,5,1,4,2,2
"444",1612,5,4,5,1,3,1,5,4,5,2,2,1,5,1,4
"445",1616,4,4,5,1,5,2,4,4,4,4,4,4,5,1,4
"446",1619,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5
"447",1620,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4
"448",1622,4,5,5,5,5,5,5,4,5,4,2,3,5,2,5
"449",1626,5,4,5,1,5,5,5,1,5,5,5,5,5,5,5
"450",1627,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5
"451",1630,5,3,3,1,5,2.92810902896082,5,1,5,3.4861646234676,3.89625668449198,1,3.89578250261415,1,5
"452",1637,5,4,5,3,5,1,5,5,5,5,5,5,5,1,5
"453",1642,4,1,5,1,5,1,5,1,5,1,5,4,5,1,5
"454",1648,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5
"455",1652,2,2,4,2,5,2,4,2,2,4,4,2,3.89578250261415,2,4
"456",1654,2,2,4,2,4,2,4,3.5040500736377,4.06256481161424,4,2,2,4,2,4
"457",1656,3,2,4,2,4,3,4,4,4,2,2,3,2,2,3
"458",1660,4,3,4,2,5,2,4,2,4,4,4,2,4,2,4
"459",1661,3.71231884057971,3,4,2,4,2.92810902896082,5,3.5040500736377,2,3,3.89625668449198,3,3.89578250261415,3,4
"460",1663,5,1,4,1,5,1,5,1,3,4,5,2,4,2,4
"461",1669,3.71231884057971,4,5,2,4,2,4,3.5040500736377,3,3.4861646234676,4,3,4,5,4
"462",1682,4,2,4,2,3.91554959785523,2,5,3.5040500736377,4,2,4,2,4,2,4
"463",1683,4,2,4,2,4,2,4,4,4,2,4,2,4,2,4
"464",1684,3.71231884057971,2,4,2,4,3,4,3,4,4,4,3,3.89578250261415,2.77097345132743,4
"465",1686,3.71231884057971,4,4,2,4,2,4,4,4,4,4,4,4,2,4
"466",1696,4,2,4,2,5,2,4,2,4,4,4,4,4,2,4
"467",1710,3,5,5,5,5,1,5,3,5,1,5,5,5,5,5
"468",1711,5,1,5,1,5,1,5,4,5,1,5,4,5,1,5
"469",1712,2,4,4,2,4,2,2,3.5040500736377,4,2,4,2,3.89578250261415,2,3.81396981396981
"470",1716,4,5,5,1,5,4,5,5,3,4,5,5,5,4,5
"471",1723,5,5,5,1,5,1,5,1,4.06256481161424,3,1,5,5,1,5
"472",1726,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
"473",1727,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4
"474",1730,5,1,5,1,5,3,4,3,4,3,3,3,3,2,5
"475",1748,2,2,4,2,4,3,4,3,4,4,4,2,3,2,4
"476",1752,4,3,4,2,4,2,4,4,4,2,4,2,4,2,4
"477",1765,4,2,4,2,3,2,2,3,2,4,2,2,2,4,4
"478",1768,5,5,5,1,5,1,5,1,5,1,5,3,5,1,5
"479",1769,3,4,4,1,4,2,2,4,2,2,4,4,4,2,4
"480",1770,5,4,5,1,5,1,5,1,5,2,2,4,5,1,5
"481",1783,4,4,4,2,4,2,4,4,4,2,4,4,4,2,4
"482",1784,4,1,4,2,5,4,5,4,2,4,2,1,5,4,2
"483",1794,3,3,4,5,1,5,5,4,5,4,5,4,5,2,4
"484",1797,2,4,4,2,3.91554959785523,2,4,3.5040500736377,4.06256481161424,2,3.89625668449198,3.39461883408072,4,4,2
"485",1809,4,4,4,3,4,2,4,3.5040500736377,4,4,4,4,4,2.77097345132743,5
"486",1811,3.71231884057971,5,4,2,3.91554959785523,4,4,5,4,4,5,1,2,2.77097345132743,5
"487",1816,5,5,5,1,4,1,5,5,5,5,5,5,5,5,5
"488",1819,2,1,5,1,5,1,5,1,5,1,5,4,5,4,5
"489",1822,4,2,4,2,5,2,5,5,5,5,5,5,5,1,5
"490",1823,4,4,5,1,5,5,5,5,5,5,5,5,4,2,4
"491",1830,4,2,5,2,4,2,4,5,5,2,4,2,4,2,4
"492",1838,4,4,4,2,4,3,4,2,3,3,3,3,4,3,4
"493",1839,4,4,4,2,4,4,2,1,4,4,4,2,4,2,4
"494",1844,3.71231884057971,4,2,2,2,2,4,3.5040500736377,4,3,3.89625668449198,4,4,2,2
"495",1851,4,4,2,2,2,2,4,3.5040500736377,4,3,3.89625668449198,4,4,1,2
"496",1853,4,4,3,2,2,3,4,4,4,3,5,4,3,4,4
"497",1856,2,2,4,2.32650273224044,3,2.92810902896082,5,3.5040500736377,5,3,4,3,3.89578250261415,2,3
"498",1862,4,3,4,2,4,4,4,4,4,4,4,4,5,3,4
"499",1863,4,4,2,2,4,2,4,2,4.06256481161424,3,3.89625668449198,2,4,2,2
"500",1864,3.71231884057971,2,2,2,2,2,4,4,5,3,3.89625668449198,3.39461883408072,4,2,3
"501",1873,3,5,3,4,4,3,4,4,4,3,4,4,4,4,2
"502",1874,4,4,4,2,4,4,4,3.5040500736377,4,3,4,4,4,2,3
"503",1875,4,5,4,3,4,4,5,4,5,5,5,5,5,1,4
"504",1880,2,5,5,1,4,3,4,3,4,4,4,5,5,2,3
"505",1883,2,2,2,2.32650273224044,2,3,2,3.5040500736377,2,4,3.89625668449198,3,3,3,4
"506",1884,4,4,4,2,4,4,3,3,4,4,4,4,4,3,4
"507",1885,4,4,3,2,4,4,4,3.5040500736377,4,3,3.89625668449198,4,3.89578250261415,2.77097345132743,4
"508",1886,2,2,4,2,3,5,4,4,4,4,4,4,4,3,4
"509",1888,4,4,4,3,2,2,2,3,4,4,3.89625668449198,4,4,3,4
"510",1890,5,2,5,2,5,1,5,2,4,2,4,2,4,2,4
"511",1893,2,4,5,2,4,2,5,3.5040500736377,4.06256481161424,3.4861646234676,4,5,3,2.77097345132743,2
"512",1894,4,3,4,3,4,2,4,3,3,4,4,3,4,4,4
"513",1918,3,3,4,3,4,2,4,3,3,2,3,3,3,3,4
"514",1920,4,2,5,1,5,3,5,4,5,4,5,5,5,3,5
"515",1932,4,4,4,2,4,2,4,4,4,4,4,4,4,4,2
"516",1937,5,1,5,2,5,1,5,2,4,5,5,1,5,2,5
"517",1940,2,4,4,2.32650273224044,3,3,5,4,4,3,3,4,3,3,3.81396981396981
"518",1947,3.71231884057971,2,4,5,5,1,1,1,4.06256481161424,3.4861646234676,3.89625668449198,4,4,5,3
"519",1971,4,2,4,2,4,2.92810902896082,4,3.5040500736377,4,3.4861646234676,3.89625668449198,2,3.89578250261415,2,5
"520",1977,4,4,5,2,1,4,3,2,3,5,5,2,5,1,5
"521",1979,4,3,4,2,4,4,4,3,4,3,4,2,4,2,4
"522",1985,4,2,4,2,4,2.92810902896082,4,3.5040500736377,4.06256481161424,3.4861646234676,3.89625668449198,2,4,2,4
"523",1990,2,1,5,1,2,1,5,5,5,5,5,4,5,5,5
"524",1991,4,4,4,2,4,4,5,4,4,2,5,4,5,4,4
"525",1999,3.71231884057971,4,2,1,4,2,3,4,4,4,3.89625668449198,2,4,2,2
"526",2000,4,4,4,3,4,4,4,4,4,4,4,5,4,4,3
"527",2001,4,2,4,3,4,2,2,4,2,2,3.89625668449198,3.39461883408072,4,2.77097345132743,3.81396981396981
"528",2002,4,2,4,2,4,2.92810902896082,2,3,4.06256481161424,3.4861646234676,3.89625668449198,3,3,3,3
"529",2008,4,5,4,4,4,5,5,5,5,4,4,2,4,3,3
"530",2013,4,2,4,3,3,3,2,3.5040500736377,4.06256481161424,3.4861646234676,3.89625668449198,3,4,2,3
"531",2014,4,5,4,5,5,5,5,5,5,5,5,5,5,4,3
"532",2020,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4
"533",2021,4,2,4,2,4,3,4,3.5040500736377,4,5,3.89625668449198,2,5,3,4
"534",2023,4,2,5,2,4,2,4,4,4,4,4,2,5,2,5
"535",2025,4,4,4,2,4,4,5,4,5,4,5,4,5,4,4
"536",2028,2,2,4,2,4,3,5,2,5,4,4,4,4,4,2
"537",2030,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
"538",2032,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4
"539",2033,5,1,5,1,5,1,5,5,5,5,5,1,5,1,5
"540",2034,2,2,3,2,4,3,5,3,3,3,5,5,4,5,5
"541",2035,4,2,5,2,4,2,5,3.5040500736377,4,4,3.89625668449198,1,4,2,4
"542",2037,4,4,3,2,4,2,4,3,4,4,3,5,4,4,4
"543",2040,3.71231884057971,3.22091062394604,3,2,4,3,4,3.5040500736377,4,2,4,2,5,2,4
"544",2041,4,4,4,3,5,4,5,4,5,4,5,4,5,4,5
"545",2043,4,3,4,3,3,2,4,3,5,3,4,4,4,2,4
"546",2044,2,1,4,2,2,1,4,3.5040500736377,4,4,4,1,3.89578250261415,2,2
"547",2047,4,3,3,2,4,3,5,4,4.06256481161424,4,3,2,4,4,3
"548",2049,4,3.22091062394604,4.01468624833111,2.32650273224044,3,4,4,3,4.06256481161424,3.4861646234676,4,4,3,3,3
"549",2050,4,4,5,1,5,2,5,2,5,4,4,4,4,2,5
"550",2055,3,2,3,2,3,3,3,3.5040500736377,4.06256481161424,3.4861646234676,3.89625668449198,3,3,3,3
"551",2056,2,4,2,3,4,2,4,4,4,4,4,4,3,2,2
"552",2070,4,4,4,4,5,4,5,4,5,4,5,5,5,4,3
"553",2075,3,4,4,3,5,4,5,4,4,3,4,5,5,2,5
"554",2086,3.71231884057971,4,3,2,2,1,5,4,4,3.4861646234676,3.89625668449198,4,4,2,3.81396981396981
"555",2094,4,4,4,2,4,4,5,5,5,4,5,4,5,4,5
"556",2102,5,4,4,1,5,2,5,4,4,5,4,2,4,2,5
"557",2103,1,1,2,1,1,1,5,5,5,1,1,5,5,5,2
"558",2105,4,2,4,2,4,3,4,3.5040500736377,4,2,4,2,4,2,5
"559",2107,4,3,4,2,4,4,4,4,4,4,4,3.39461883408072,4,2.77097345132743,4
"560",2111,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"561",2112,4,4,5,2,5,4,5,5,5,4,5,4,5,4,5
"562",2113,4,3.22091062394604,4,2.32650273224044,4,4,4,3.5040500736377,4,4,4,3.39461883408072,4,2.77097345132743,4
"563",2130,2,2,5,2,5,1,5,5,5,4,4,2,4,2,5
"564",2132,3,4,4,3,4,3,4,2,3,3,3,3,2,2,3
"565",2133,4,4,5,2,4,4,1,2,1,2,1,3.39461883408072,5,2,4
"566",2135,3,4,4,2,3,2,4,2,4,2,4,3.39461883408072,3.89578250261415,2,4
"567",2138,4,2,5,2,5,2,5,4,4,4,3,3,4,1,5
"568",2139,4,2,3,4,4,3,4,3.5040500736377,4,2,4,4,3.89578250261415,2.77097345132743,3.81396981396981
"569",2140,4,2,4,2,4,4,4,4,4,4,4,2,4,4,5
"570",2142,2,1,5,2,4,2,4,4,4,4,4,2,4,2,4
"571",2145,5,1,4,3,4,4,5,4,5,3,2,4,4,4,4
"572",2146,4,1,5,4,2,1,5,3,2,4,4,5,4,4,4
"573",2149,3,2,4,1,4,2,2,4,4,4,3,2,4,2,2
"574",2152,5,4,4,2,4,4,5,2,2,4,2,4,5,2,4
"575",2160,3,4,3,2,3,2,4,3,3,3,3,3,3,3,4
"576",2163,5,5,5,2,4,3,5,3,4,4,4,4,4,3,4
"577",2167,4,2,4,2,4,2,4,2,4,4,4,4,4,2,4
"578",2170,4,5,5,4,5,5,5,5,5,5,5,5,2,2,1
"579",2175,4,4,4,2,4,4,4,4,4.06256481161424,3.4861646234676,3.89625668449198,4,4,2.77097345132743,3.81396981396981
"580",2186,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4
"581",2191,2,2,4,3,4,2,4,4,4,3,4,4,4,2,4
"582",2194,2,2,4,2,4,2,4,3,4,4,3,2,3,2,2
"583",2195,4,3.22091062394604,4,2,4,2,4,2,4,4,3.89625668449198,1,5,4,4
"584",2196,4,4,4,2,4,4,5,5,5,4,4,5,2,4,4
"585",2197,4,2,5,2,5,1,5,5,5,5,5,5,5,4,5
"586",2201,4,2,4,2,3,2,4,3,5,2,4,4,4,4,4
"587",2205,4,2,4,4,2,2,4,2,4,3,2,3,4,2,2
"588",2207,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4
"589",2210,4,4,4,2,4,2,4,4,4,4,3,3,4,2,4
"590",2211,4,4,4,2,4,2,4,2,4,4,4,4,4,2,4
"591",2213,3.71231884057971,3.22091062394604,4.01468624833111,2.32650273224044,3,4,3,3,3,2,5,4,2,3,1
"592",2219,4,2,3,2,3,2,3,2,4.06256481161424,3.4861646234676,3.89625668449198,3.39461883408072,3.89578250261415,3,4
"593",2220,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4
"594",2222,3.71231884057971,4,4,4,4,5,4,5,4,3,4,5,4,4,4
"595",2225,2,2,4,2,4,2,4,3,3,2,4,2,3,2,3
"596",2228,4,2,3,2,4,2,4,2,4.06256481161424,2,4,3.39461883408072,4,2.77097345132743,3.81396981396981
"597",2232,3,3,4,2,4,4,4,4,4,4,4,4,4,3,4
"598",2235,5,1,5,3,4,2,4,4,4,4,2,4,4,2,4
"599",2245,5,2,4,2,4,4,4,4,2,2,4,2,3,4,4
"600",2250,4,2,4,2,4,2,4,2,4,4,3.89625668449198,3.39461883408072,4,2.77097345132743,4
"601",2258,5,1,5,4,5,1,5,5,2,2,2,2,4,2,4
"602",2263,4,4,4,2,4,4,5,4,5,4,4,4,4,4,4
"603",2269,3,2,4,4,4,2,4,2,4,2,4,2,4,2,4
"604",2270,3.71231884057971,2,4,2,3,2,4,3,4.06256481161424,3.4861646234676,4,3,4,2.77097345132743,4
"605",2271,3.71231884057971,4,4,3,4,4,3,4,4,3.4861646234676,4,3,4,2.77097345132743,4
"606",2274,3.71231884057971,4,4,4,5,4,5,4,4,4,4,4,4,2,4
"607",2279,4,2,4,2,3,2,4,3,4.06256481161424,3.4861646234676,4,3.39461883408072,4,2,4
"608",2282,3,2,4,3,4,2,4,3.5040500736377,4.06256481161424,2,4,2,4,2,4
"609",2289,3,3,4,2,4,2,4,3,3,3,4,4,4,3,4
"610",2292,4,2,4,2,4,4,4,3.5040500736377,4.06256481161424,2,3.89625668449198,2,4,2,4
"611",2293,3.71231884057971,1,5,1,3,2,4,2,5,2,3.89625668449198,3.39461883408072,3,2.77097345132743,3.81396981396981
"612",2298,5,4,4,2,5,4,5,4,5,4,4,4,5,4,5
"613",2302,4,4,4,2,1,2,5,4,4,4,4,2,4,5,4
"614",2303,3,4,4,3,3,2,3,3,4,3,3,3,3,2,3
"615",2305,3.71231884057971,1,5,2,5,1,5,3.5040500736377,4,3.4861646234676,5,1,5,4,2
"616",2311,4,4,4,2,4,2,3,3,4,4,4,4,4,3,4
"617",2320,2,4,4,2,2,2,4,4,4,4,2,4,3.89578250261415,2,2
"618",2328,4,3,5,3,5,5,4.14543630892678,5,5,3.4861646234676,5,5,5,5,5
"619",2347,3.71231884057971,3.22091062394604,5,1,4,1,5,3.5040500736377,4,1,5,1,5,2,1
"620",2349,3.71231884057971,4,4,2,4,5,4,4,4.06256481161424,2,2,3.39461883408072,3,2.77097345132743,4
"621",2350,5,1,1,1,1,2.92810902896082,1,3.5040500736377,5,3.4861646234676,3.89625668449198,3.39461883408072,5,1,5
"622",2352,3.71231884057971,5,4,1,1,4,5,5,5,5,1,5,5,1,4
"623",2363,3,3,4,2,5,3,3,2,3,4,4,3,3,2.77097345132743,3.81396981396981
"624",2366,3.71231884057971,2,2,1,4,1,5,1,5,2,5,1,5,4,4
"625",2377,5,1,1,2.32650273224044,1,1,5,1,5,5,5,1,5,1,1
"626",2379,3.71231884057971,1,4.01468624833111,1,1,1,5,3.5040500736377,5,3.4861646234676,5,1,5,2,3.81396981396981
"627",2382,3,3.22091062394604,4,4,5,4,5,4,4,4,4,4,4,2.77097345132743,4
"628",2387,3.71231884057971,4,5,1,4,2.92810902896082,4,2,4,4,3.89625668449198,4,5,4,3.81396981396981
"629",2394,3.71231884057971,3.22091062394604,4.01468624833111,2.32650273224044,5,2,5,5,5,5,5,3,5,2.77097345132743,5
"630",2398,4,2,4,2,3,4,4,3,4,4,3,4,4,3,3
"631",2401,3.71231884057971,3,4,1,5,5,5,5,5,2,5,5,5,5,5
"632",2402,3.71231884057971,5,5,1,5,5,5,5,5,5,4,5,3.89578250261415,2.77097345132743,5
"633",2404,4,3,4,2,1,5,1,5,1,5,4,2,4,2,5
"634",2406,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"635",2409,4,5,4,4,4,4,4,4,4,4,5,5,4,4,4
"636",2416,4,2,2,3,3,4,4,2,4,2,4,4,3,2,2
"637",2418,5,1,1,1,1,2.92810902896082,5,1,5,5,5,1,5,1,1
"638",2424,4,2,4,2.32650273224044,2,2,4,2,5,1,4,2,3.89578250261415,1,5
"639",2425,4,4,4,2,4,2,4,4,4,4,2,4,4,4,4
"640",2437,2,4,2,4,2,2,4,3.5040500736377,4,4,2,4,2,4,2
"641",2443,1,5,5,1,5,2,5,5,5,5,5,4,5,1,5
"642",2446,4,4,5,4,5,2,4,5,4,3.4861646234676,4,4,4,2.77097345132743,4
"643",2448,4,2,5,1,5,2.92810902896082,5,5,5,2,5,2,2,2.77097345132743,3.81396981396981
"644",2449,5,4,5,4,4,4,5,5,5,5,5,4,5,2,5
"645",2452,2,4,4,2,3,3,3,3,2,4,2,3,3,2,2
"646",2454,3,3,4,1,3,2,4,3,3,3,3,2,3,2,3
"647",2466,5,4,5,2,5,2,5,3.5040500736377,4,4,4,1,5,5,5
"648",2468,4,4,4,2,4,2,4,3.5040500736377,4,5,3.89625668449198,4,4,2.77097345132743,3.81396981396981
"649",2473,4,3,4,3,4,4,4,4,4,3,3,3,2,3,4
"650",2476,3,4,3,3,4,2,3,3.5040500736377,4,4,3.89625668449198,5,3.89578250261415,2,5
"651",2487,5,2,5,1,5,1,5,4,5,3,3.89625668449198,3.39461883408072,4,1,4
"652",2489,3.71231884057971,5,4,2,4,2,4,4,4,4,4,4,4,2,4
"653",2494,3,2,4,3,4,3,4,4,4,4,3,4,4,4,3
"654",2498,3,3,3,3,4,4,4,4,4,2,3,3,3,3,3
"655",2501,4,2,4,3,2,2,4,1,4,3.4861646234676,3.89625668449198,3.39461883408072,4,2.77097345132743,3.81396981396981
"656",2506,4,5,4,2,4,2,4,4,4,4,2,4,4,2,4
"657",2510,4,4,4,2,5,3,5,4,5,4,5,5,4,3,5
"658",2514,4,5,4,2,4,2,4,4,4,4,2,4,4,2,4
"659",2517,5,5,5,2,5,5,5,5,4,5,5,5,5,5,5
"660",2518,4,4,4,2.32650273224044,5,1,5,5,5,5,5,5,1,3,5
"661",2520,3,5,5,4,5,4,5,5,5,5,5,5,5,5,5
"662",2521,5,5,5,3,5,1,5,5,4,5,5,3.39461883408072,5,2,4
"663",2532,5,4,4,2,5,3,5,5,5,5,4,4,5,1,5
"664",2538,5,1,5,1,5,1,5,1,4,5,5,1,5,1,5
"665",2539,5,4,5,1,3.91554959785523,1,5,3.5040500736377,5,5,5,1,5,1,5
"666",2543,2,4,4,2,4,3,3,3,4,3,3,3,4,2,3
"667",2550,5,5,5,2,5,1,5,4,5,5,4,5,5,5,4
"668",2552,2,3,3,3,3,2,5,3.5040500736377,5,4,4,4,3,3,3
"669",2558,4,2,4,2,4,2,4,5,4,4,4,4,4,2,4
"670",2561,5,2,4,1,4,2,5,3.5040500736377,5,2,5,3.39461883408072,3.89578250261415,2.77097345132743,4
"671",2571,3.71231884057971,2,5,2,4,1,5,1,4,2,2,5,5,1,4
"672",2574,1,5,5,5,5,1,5,5,5,4,5,1,5,1,5
"673",2577,5,1,5,1,4,1,5,1,5,2,5,1,5,1,5
"674",2585,3.71231884057971,5,5,2,5,1,5,5,4.06256481161424,5,3.89625668449198,3.39461883408072,3.89578250261415,1,4
"675",2588,4,2,4,2,4,4,4,3.5040500736377,4.06256481161424,4,2,4,4,4,4
